ID	Source URL	Title	Story	Theme	Duplicate	Ethical concern	Annotator A	Annotator B	Strength disagreement	1st Audit	2nd Audit needed	2nd Audit	3rd Audit needed	3rd Audit	Origin	Genre	Final Strength	Final Strength Text	Final Virtue	Final Virtue Text	Duplicate title	Duplicate story	Duplicate theme
170	https://www.kidsgen.com/stories/panchatantra/the-lion-and-the-hare.htm	The Lion And The Hare	 There lived a lion by the name of Bhasuraka, in a dense jungle. He was very powerful, cruel and arrogant. He used to kill the animals of the jungle unnecessarily. He even killed the human beings, who travelled through the jungle. This became a cause of worry for all the animals. They discussed this problem among themselves and ultimately came upon a decision to hold a meeting with the lion and make an amicable settlement with him and put an end to this ongoing trauma.  So, one day, all the animals of the jungle assembled under a big tree. They also invited king lion to attend the- meeting. In the meeting the animals said to king lion, "Your Majesty, we are happy that you are our king. We are all-the-more happy that you are presiding over the meeting." King lion thanked them and asked, "Why is it that we have gathered here?" All the animals began looking at each other. They had to muster enough courage to broach the topic. "Sir," said one of the animals, "Its natural that you kill us for food. But, killing more than what is required is a positive vice and unnecessary. If you go on killing the animals without any purpose, soon a day will come, when there will be no animals left in the jungle."  "So what do you want?" roared king lion.  "Your Majesty, we have already discussed the problem among ourselves and have come upon a solution. We have decided to send one animal a day to your den. You can kill and eat it. This will save you from the trouble of hunting and you will not have to kill a number of animals unnecessarily for your meals."  "Good," the lion roared back. "I agree to this proposal, but the animals must reach to me in time, otherwise, I'll kill all the animals of the jungle."  The animals agreed to this proposal. Everyday one animal walked into the lion's den to become his feast. The lion too was very happy to have his food right before him. He stopped hunting for his prey.  One day, it was the turn of a hare to go into the lion's den. The little hare was unwilling to go and become a meal of the lion, but the other animals forced him to go to the lion's den.  Having no alternative, the hare began thinking quickly. He thought of a plan. He began wandering around and made a deliberate delay, and reached the lion's den a little late than the lion's meal time. By now, the lion had already lost his patience and seeing the hare coming slowly, he became furious and demanded for an explanation.  "Your Majesty", the hare said with folded hands, "I am not to be blamed for that. I have come late because another lion began chasing me and wanted to eat me. He said that he too was the king of the jiungle."  The king lion roared in great anger and said, "Impossible, there cannot exist another king in this jungle. Who is he? I'll kill him. Show me where he lives."  The lion and the hare set out to face the other lion. The hare took the lion to a deep well, full of water.  When they reached near the well, the hare said to the lion, "This is the place where he lives. He might be hiding inside."  The lion again roared in great anger; climbed up the puteal of the well and peeped in. He saw his own reflection in the water and thought that the other lion was challenging his authority. He lost his temper.  "I must kill him", said the lion unto himself and jumped into the well. He was soon drowned.  The hare was happy. He went back to other animals and narrated the whole story. All the animals took a sigh of relief and praised him for his cleverness. They all lived happily thereafter.	Intelligence is superior to physical strength	0	0	5	5	0		0		0		Ancient India	Fable	5	Perspective	A	Wisdom and Knowledge			
171	https://www.kidsgen.com/stories/panchatantra/the-bird-with-two-heads.htm	The Bird With Two Heads	Long, long ago, there lived a strange bird in a huge banyan tree. The tree stood beside a river. The strange bird had two heads, but only one stomach.  Once, while the bird was flying high in the sky, he saw an apple shaped fruit lying on the bank of the river. The bird swooped down, picked up the fruit and began to eat it. This was the most delicious fruit the bird had ever eaten.  As the bird had two heads, the other head protested, "I'm your brother head. Why don't you let me also eat this tasty fruit?"  The first head of the bird replied, "Shut up.You know that we've only one stomach. Whichever head eats, the fruit will go to the same stomach. So it doesn't matter as to which head eats it. Moreover, I'm the one who found this fruit. So I've the first right to eat it."  Hearing this, the other head became silent. But this kind of selfishness on the part of the first head pinched him very much. One day, while flying, the other head spotted a tree bearing poisonous fruits. The other head immediately descended upon the tree and plucked a fruit from it.  "Please don't eat this poisonous fruit," cried the first head. "If you eat it, both of us will die, because we've a common stomach to digest it."  "Shut up!" shouted the other head. "Since I've plucked this fruit, I've every right to eat it."  The first head began to weep, but the other head didn't care. He wanted to take revenge. He ate the poisonous fruit. As a result both of them died.	People living in a family should never quarrel among themselves	0	0	13	13	0		0		0		Ancient India	Fable	13	Citizenship	D	Justice			
172	https://www.kidsgen.com/stories/panchatantra/the-monkey-and-the-crocodile.htm	The Monkey And The Crocodile	Long, long ago, there lived a huge crocodile in the river Ganges. The river flowed through a dense jungle. On both sides of the river there stood tall jamun and other fruit trees. In one such tree there lived a big monkey by the name of Raktamukha. He ate fruits from the tree and passed his days happily jumping from one tree to another. Sometimes, he climbed down the tree; took a bath in the river and rested for a while on its bank.  One day, the crocodile came out of the river and sat under the big jamun tree in which the monkey lived. The monkey who was sitting high on a branch saw the crocodile taking rest under the tree. He became very eager to talk to the crocodile and cultivate a friendship with him.  "Since you're taking rest under the tree", said the moneky, "you're my guest. It's my duty to offer you food."  The monkey gave jamuns and other fruits to the crocodile to eat. The crocodile ate them and thanked the monkey for his hospitality.  The monkey and the crocodile talked together for hours and soon they became friends. They developed such friendship that neither of the two was happy to miss each other's company even for a single day. Early since morning, the monkey would start looking for the crocodile, and the crocodile would also swim up to the jamun tree as early as possible. They would sit together, have a hearty chat and the monkey would offer him the delicious jamuns. This became their daily routine.  One day, the monkey gave some fruits to the crocodile for his wife, as well. The crocodile took the fruits happily to his wife and also narrated the whole story to her.  The next day, the crocodile's wife said to her husband, "Dear, if these fruits are so tasty, then the monkey who eats these fruits must be ten times more tasty. Why don't you bring the heart of this monkey for my meals?"  The crocodile was shocked to hear these words from his wife. He said, "Darling, the monkey is my friend. It would not be fair to take his heart away from him."  "That means, you don't love me", said the crocodile's wife and began to weep.  "Don't weep, dear", said the crocodile. "I'll bring the monkey's heart for you."  The crocodile swiftly swam to the other bank of the river and reached the tree where the monkey lived.  "My wife and I invite you to our home for a dinner. My wife is very angry with me for not having invited you earlier," the crocodile said in a sad tone.  "But how will I go with you?" asked the monkey. I don't know how to swim."  "Don't worry", said the crocodile. "Just ride on my back. I'll take you to my house."  The monkey happily sat on the back of the crocodile and the crocodile started his journey in the water.  While in mid stream, the monkey became frightened to see the water all around him and asked the crocodile to swim at a slow speed so that he did not fall into the river.  The crocodile thought that he could reveal his real intentions to the monkey, since it was impossible for him to escape from the middle of the river. So he said to the monkey, I am taking you to my home to please my wife. She wants to eat your heart. She says that since you eat tasty fruits day and night, your heart must be ten times more tasty than those fruits."  The monkey was taken aback to hear these words. He had never expected this type of a request from a friend. He kept his mental cool and said wittingly, "Very well friend. It would be my privilege to offer my heart to your charming wife. But alas! you didn't inform me earlier, otherwise, I'd have carried my heart with me. Which I usually keep in the hollow of the tree."  "Oh!" said the crocodile, "I didn't think of it earlier. Now we'll have to go back to the tree."  The crocodile turned and swam back to the bank of the river where the monkey lived.  Upon reaching the bank the monkey jumped off the crocodile's back and quickly climbed up his home tree.  The crocodile waited for hours together for the monkey to return carrying his heart.  When the crocodile realised that the monkey was taking too long searching for his heart, he called him from the ground and said, "Friend, I believe, you must have found your heart by now. Now, please come down. My wife must be waiting for us and getting worried."  But the monkey laughed and said sitting at the top of the tree, "My dear foolish friend. You've deceived me as a friend. Can any one take out his heart and keep that in a hollow. It was all a trick to save my life and teach a lesson to a treacherous friend like you. Now get lost."  The crocodile returned home with his head bent down.	At times presence of mind pays well	0	0	5	18	1	18	0		0		Ancient India	Fable	18	Prudence	E	Temperance			
173	https://www.kidsgen.com/stories/panchatantra/the-brahmin-and-the-three-thugs.htm	The Brahmin And The Three Thugs	Long, long ago, there lived a Brahmin in a small village. His name was Mitra Sharma. Once his father told him to sacrifice a goat according to some ancient Hindu rites. He asked him to visit the cattle fair in a nearby village and purchase a healthy goat for that purpose.  The Brahmin visited the cattle fair and bought a healthy and fat goat. He slung the goat over his shoulder and headed back for his home.  There were three thugs also roaming in the fair, with the sole intention of cheating the shopkeepers and other customers there. When they saw the Brahmin going back to his home with the goat, they thought of a plan to get the goat by employing the methods of thugery.  "This goat will make a delicious meal for all of us. Let's somehow get it. "The three thugs discussed the matter amongst themselves. Then they separated from one another and took hiding positions at three different places on the path of the Brahmin.  As soon as the Brahmin reached a lonely spot, one of the thugs came out of his hiding place and said to the Brahmin in a surprised tone, "Sir, what's this? I don't understand why a pious man like you should carry a dog on his shoulders!"  The Brahmin was shocked to hear these words. He shouted back, "Can't you see? It's not a dog but a goat, you fool."  "I beg for your apology, sir. I told you what I saw. I am sorry if you don't believe it," said the thug and went away.  The Brahmin had hardly walked a hundred yards when another thug came out of his hiding place and said to the Brahmin, "Sir, why do you carry a dead calf on your shoulders? You seem to be a wise person. Such an act is sheer foolishness on your part."  "What!" the Brahmin shouted. "How do you mistake a living goat for a dead calf?"  "Sir," the second thug replied, "you seem to be highly mistaken in this respect yourself. Either you come from such a country where goats are not found, or you do it knowingly. I just told you what I saw. Thank you." The second thug went away laughing.  The Brahmin walked further. But again, he had hardly covered a little distance when the third thug confronted him laughing.  "Sir, why do you carry a donkey on your shoulders? It makes you a laughing stock", said the thug and began to laugh again.  The Brahmin hearing the words of the third thug became highly worried. 'Is it really not a goat!' He began to think. "Is it some kind of a ghost!"  The Brahmin got frightened. He thought to himself that the animal he was carrying on his shoulders might certainly be some sort of a ghost, because, it transformed itself from goat into a dog, from dog into a dead calf and from dead calf into a donkey.  The Brahmin was then terrified to such an extent that he flung the goat on to the roadside and fled.  The thugs caught the goat and feasted on it happily.	One should not be carried away by what others say.	0	1	5	5	0		0		0		Ancient India	Fable	5	Perspective	A	Wisdom and Knowledge			
174	https://www.kidsgen.com/stories/panchatantra/the-little-mice-and-the-big-elephants.htm	The Little Mice And The Big Elephants	Once upon a time a village was devastated by a strong earthquake. Damaged houses and roads could be seen everywhere. The village was, as a matter of fact, in a total ruin. The villagers had abandoned their houses and had settled in a nearby village. Finding the place totally devoid of residents, the mice began to live in the ruined houses. Soon their number grew into thousands and millions. There was also a big lake situated near the ruined village. A herd of elephants used to visit the lake for drinking water. The herd had no other way but to pass through the ruins of the village to reach the lake. While on their way, the elephants trampled hundreds of mice daily under their heavy feet. This made all the mice very sad. Many of them were killed while a large number of them were maimed. In order to find a solution to this problem, the mice held a meeting.In the meeting, it was decided that a request should be made to the king of elephants to this effect. The king of mice met the king of elephants and said to him, "Your Majesty, we live in the ruins of the village, but everytime your herd crosses the village, thousands of my subjects get trampled under the massive feet of your herd. Kindly change your route. If you do so, we promise to help you in the hour of your need."  Hearing this the king of elephants laughed. "You rats are so tiny to be of any help to giants like us. But in any case, we would do a favour to all of you by changing our route to reach the lake and to make you more safe." The king of mice thanked the king elephant and returned home.  After sometime, the king of a nearby kingdom thought of increasing the number of elephants in his army. He ordered his soldiers to catch more elephants for this purpose. The king's soldiers saw this herd and put a strong net around the elephants. The elephants got trapped. They struggled hard to free themselves, but in vain. Suddenly, the king of elephants recollected the promise of the king of mice, who had earlier talked about helping the elephants when needed. So he trumpeted loudly to call the king of mice. The king of mice hearing the voice of the king of elephants immediately rushed along with his followers to rescue the herd. There he found the elephants trapped in a thick net. The mice set themselves on the task. They bit off the thick net at thousands of spots making it loose. The elephants broke the loose net and freed themselves. They thanked the mice for their great help and extended their hands of friendship to them forever.	Sometimes a weak looking person may prove stronger than others	0	0	5	13	1		1	13	0		Ancient India	Fable	5	Perspective	A	Wisdom and Knowledge			
175	https://www.kidsgen.com/stories/panchatantra/the-jackal-and-the-arrow.htm	The Jackal And The Arrow	Once a hunter was hunting in a forest. After sometime, he felt hungry. He saw a wild boar coming towards him. He shot an arrow at the boar. The arrow pierced the boar's neck and protruded at its back. But the boar, before falling on the ground, killed the hunter with his pointed tusks. Soon the hunter and the boar both were lying dead at the same spot. At the same time, a hungry jackal happened to pass through that place. He saw a man and an animal, both lying dead there. 'What a good luck I have? So much food to eat for days together', thought the jackal to himself. He began to think whose flesh to eat first – the man or the animal. He decided to go slow at the eating, so that the food would last for a longer period. The jackal decided first to lick the blood and eat a little flesh stuck round the tusks of the boar. But, as soon as, he put the pointed tip of the boar’s tusks in his mouth it pierced his jaws and went through his head. The jackal died on the spot.	Greed never pays	0	0	19	19	0		0		0		Ancient India	Fable	19	Self-Regulation	E	Temperance			
176	https://www.kidsgen.com/stories/panchatantra/the-clever-jackal.htm	The Clever Jackal	Once upon a time, there lived a jackal in a dense forest. His name was Mahachaturaka. He was very clever. One day, while he was wandering in search of food, he came across a dead elephant. He wanted to eat its flesh, but his teeth were not strong enough to cut through the tough hide of the elephant. So, he waited patiently for someone to come around. In the meantime, a lion came there. The jackal said to him, "Your Majesty, please have a taste of the elephant. I have been guarding it for you only." "I eat only fresh animals, not the stale ones," said the lion and went on his way. The jackal became happy. He had still the full dead body of the elephant intact in his possession. Next, there came a tiger. The jackal became afraid. He thought to himself that the tiger might eat up the whole elephant. So, he said to the tiger, "A hunter has killed this elephant with a poisoned arrow. Whosoever eats its flesh would die due to food poisoning. I'm guarding it to save the life of others." The tiger got frightened and soon disappeared into the dense forest. As soon as the tiger went away there came two vultures. They sat over the dead body of the elephant. The clever jackal did not want them to eat the elephant. So he said to them, "I've hunted this elephant and have sold its skin to two hunters. If they ever see you eating the elephant, they'll kill both of you." The vultures became frightened and immediately flew away. But the jackal still looked for someone who would cut the tough hide of the elephant to make it easy for him to eat its flesh. At last, there came a leopard. The jackal knew that the leopard had a sharp teeth. He could cut through the elephant's hide. He said to him, "Friend, you seem to be hungry. Why not take a bite on the elephant. It has been killed by a lion. He has gone home to bring his family. When I see him arriving, I'll make a warning sign and then you can run away." The leopard agreed. He immediately sat down to cut open the elephant's hide. As soon as the jackal saw that leopard had cut through the elephant's hide and was about to eat its flesh, he shouted, "There comes the lion." The leopard sprang up on its feet and quickly disappeared into the forest.  The jackal happily enjoyed the flesh of the elephant for many days together.	Cleverness has it's own advantages	0	0	1	5	1	5	0		0		Ancient India	Fable	5	Perspective	A	Wisdom and Knowledge			
177	https://www.kidsgen.com/stories/panchatantra/the-fox-and-the-elephant.htm	The Fox And The Elephant	There lived a huge elephant in a dense jungle. He was cruel and arrogant by nature. He roamed freely in the jungle, pulling down small trees and branches. Those animals who lived in the trees were very much afraid of this elephant. When he pulled down the trees and tore off the branches, many a nests with eggs and nestlings came down crashing on the ground and got destroyed. His movement in the jungle created an all round havoc. Even the tigers and lions kept themselves at a safe distance from this rogue. In his ruthless march in the jungle, many holes of the foxes were trampled. This led to dissatisfaction among the foxes and among the other animals alike. Many of them wanted to kill the elephant. But this task was very difficult, because of his huge size. "He is so huge", said the foxes amongst themselves. "It's nearly impossible to kill him." Then a meeting of all the foxes was called. In the meeting this rather impossible task was assigned to a very cunning fox to perform. The fox, before executing his plan studied the elephant's behaviour for many days. One day, the fox went to meet the elephant and said to him, "Your Highness. It's urgent to talk to you. It's a matter of life and death for us." The elephant trumpeted at his highest pitch and asked, "Who're you and why do you want to see me?" "Your Highness", said the fox. "I'm the representative of the whole of the animal community. We want to make you our supreme head - the king. Kindly accept our offer." The elephant lifted his trunk with great pride and asked for details. The fox further explained, "I’ve come to take you with me. The coronation ceremony will take place in the middle of the jungle, where thousands of animals have already gathered and are chanting holy mantras." The elephant was very glad to hear this. He had always cherished a dream to become a king. He thought that the coronation ceremony will be a matter of pride to him. He readied himself hurriedly to accompany the fox to the deep jungle. "Come, Your Highness," said the fox. "Follow me." The fox led the elephant to some imaginary spot of ceremony. On their way, they had to walk through a swampy area by the side of a pond. The fox being light bodied, crossed the small swampy patch without any difficulty. The elephant too walked on it, but being heavily built, he got stuck into the swamp. The more he tried to come out of the swamp, the more he went deep into it. He became scared and called out the fox, "Dear friend. Please help me. I'm sinking in the mud. What'll happen to my coronation now. Call your other friends also to help me." "I'm not going to save you", said the fox. "You deserved this treatment. You know, how cruel you have been to other animals an along. You pulled down branches of trees mercilessly, without caring for the eggs and for the lives of the nestlings. You knew everything, but remained indifferent. You trampled upon the burrows of the foxes. You saw our siblings being crushed under your heavy feet. You saw us crying, begging for mercy; but nothing bothered you. And now you are begging for your life? I am sorry to tell you that though, your coronation couldn't take place, but your cremation will definitely take place." And the fox left. The elephant couldn't come out of the swamp and died there.	Even a tyrant has to meet his doom	0	0	11	17	1	11	1	11	0		Ancient India	Fable	11	Kindness	C	Humanity			
178	https://www.kidsgen.com/stories/panchatantra/the-old-wise-crow.htm	The Old Wise Crow	There stood a huge banyan tree on the outskirts of a small town. Thousands of crows lived in this tree. Not far from the banyan tree, there was a mountain cave. Thousands of owls lived in it. The king of the owls accompanied by his soldiers used to hunt crows during the night. Soon thousands of crows were killed and eaten up by the owls. One of the main reasons for the killing of the crows at such a large scale was, that they were unable to see clearly during the night. And the owls, being nocturnal, could easily locate the crows sitting in the tree during night hours. And the unfortunate crows were defenceless; they couldn't flyaway for the safety of their lives. This kind of situation went on to such an extent, and the loss of lives of thousands of crows became so unbearable for the king of crows that one day he was compelled to call a meeting to discuss ways and means to combat the situation and bring an end to the continuing disaster. After heated discussions and exchange of views and ideas, a plan was chalked out in the meeting, according to which a drama was to be enacted at a little distance from the owls' cave. So, on the next day, the drama was staged and while enacting the drama, an old crow was 'thrashed' and 'beaten mercilessly' by the king of crows and his soldiers. The seemingly half dead old crow, with a goat's blood sprinkled all over his body was later picked up by thesoldiers of the king owl. This was done on the advice of a senior minister in king owl's cabinet. This minister had told the king owl. "Your Majesty, this badly wounded crow had spoken in favour of us in his king's cabinet meeting, saying that ours was a more intelligent and superior race, better managed and strong, hence we deserved the right to be known and recognized as the king of birds. This led to the murderous attack on the poor fellow." "We should help him recuperate from his wounds and injuries," said the king of owls. "After this, we'll utilise this old knowledgeable crow's talent in demolishing the kingdom of the crows." The old crow soon found a favourable place in the owls kingdom. Many of the owl ministers were in his favour, except, one or two, who opposed the crow, saying that he was, after all, from the enemy's camp. Despite this opposition from certain owl ministers, the crow continued to live in the owls' cave. Lastly, it was the day time when the owls themselves were not able to see anything, due to sunlight, when the seemingly wounded and infirm crow piled up thousands of wooden logs at the mouth of the owls' cave and put fire into it. The devouring flames leapt up high and all the owls in the owls' kingdom, inside the cave, were burnt to ashes.	Never trust your enemy. Don't allow him into your home	0	0	5	5	0		0		0		Ancient India	Fable	5	Perspective	A	Wisdom and Knowledge			
179	https://www.kidsgen.com/stories/panchatantra/the-mice-that-ate-balance.htm	The Mice That Ate Balance	Once upon a time, there lived a wealthy merchant named Jveernadhana, in a village. He ran a big business. His village was situated near a river. Once, due to heavy rains the river was flooded. One night, the whole village was submerged in neck deep water. The crop, houses and factories in the village were destroyed and hundreds of people and cattle perished in the flood. The merchant had to suffer heavy losses in his business. He decided to shift to some other town to try his luck. His plan was to earn a lot of money and then come back to his native village to start his business again. Jveernadhana had a heavy iron balance lying with him. It belonged to his ancestors. It was not possible for him to carry such a heavy thing along with him. So, before starting on his journey, he decided to keep this ancestral item with his friend Janak. He met Janak and requested him, "My friend, as you know, I'm leaving for some distant place to earn money, so that I could start my business once again when I come back. I have an old iron balance with me. Will you please keep it safe with you till I return?" Janak readily agreed to his friend's request and said, "Don't worry, I'll keep it safe for you. You can take it back after you return home." Jveernadhana thanked Janak for his helping attitude. He kept the iron balance with Janak and left for some other distant town. A few years passed by. By this time, Jveernadhana had done good business and had earned a lot of money. He returned to his native village, and went to his friend Janak's house to meet him. Janak showed his happiness in meeting Jveernadhana. Both the friends talked together for hours. When it was time to leave, Jveernadhana asked his friend to return his iron balance. At this, Janak looked sad and said, "Friend, I am sorry to say that I don't have your balance with me anymore. There are a lot of mice in my house. They ate up your balance." Jveernadhana was surprised to hear Janak's explanation. 'How can mice eat iron,' he thought to himself, but apparently he said something different, "Don't feel sorry, Janak. The mice have always proved a menace to everyone. Let us forget about it." "Yes," Janak said. "This is the only way out." He was happy that Jveernadhana believed his words. In fact he had expected a lot of heated arguments in this respect. While taking leave from his friend, Jveernadhana said to Janak,"I'm going to temple to make an offering of laddoos. Could you please send your son with me. I would like to send some laddoos for you also. He would also look after my shoes outside the temple while I offer prayers inside." Janak asked his son to go along with Jveernadhana. Then, Jveernadhana, instead, of taking Janak's son to temple, took him to a nearby hill and tied him with a big rock and came back home. When Janak didn't see his son return, he asked Jveernadhana where his son was? "I'm sorry," said Jveernadhana. "While your son was looking after my shoes outside the temple, a big vulture swooped down upon him and carried him away." "What nonsense!" shouted Janak. "How can a vulture carry off a young boy?" But Jveernadhana repeatedly claimed that a vulture carried away Janak's son. The argument reached such a point that they began quarrelling with each other, using dirty words. Ultimately the matter had to be taken to the court. The Judge listened to both the parties and ordered Jveernadhana to bring Janak's son to the court, otherwise, he would be sent to jail. "My Lord", said Jveernadhana, "How can I, when a vulture has already carried away the boy." "Shut up!" the judge reprimanded Jveernadhana. "How can a bird carry away a young boy in his talons?" "It can, my lord," said Jveernadhana. "If mice can eat my iron balance, why can't a bird carry away a grown up boy." Then he narrated the whole story to the judge. The judge then asked Janak to tell the truth. He warned him that if he didn't tell the truth he would be sent to prison. At last, Janak admitted his guilt. The judge ordered him to return the iron balance to Jveernadhana. He asked Jveernadhana to return the boy to Janak.	Never try to deceive a friend	0	0	8	8	0		0		0		Ancient India	Fable	8	Integrity	B	Courage			
180	https://www.kidsgen.com/stories/panchatantra/the-monkey-and-the-log.htm	The Monkey And The Log	Once some monkeys were sitting in a tree. The tree was at such a placed, where construction of a temple was going on. A carpenter was sawing a huge log to cut it into two parts.Just then the bell rang for the lunch break. The carpenter pushed a wedge into the split portion of the half sawed log and went to take his lunch, along with other workers. When the monkeys saw that there was nobody around, they jumped down from the tree and came near the temple. They began to play with the tools lying there. One of the monkeys, who was very curious about all those things, went round the half sawed log. Then sat on top of it. He spread his legs on both sides of the log, whereas his tail dangled through the split portion. Now the monkey started prying the wedge out of the log with his hands. Suddenly, the wedge came out. The split parts of the log firmly snapped shut together crushing the monkeys tail in between. The monkey cried in pain and jumped off the log, but his tail was cut off for ever.	Look before you leap	0	0	18	18	0		0		0		Ancient India	Fable	18	Prudence	E	Temperance			
181	https://www.kidsgen.com/stories/panchatantra/the-lions-bad-breath.htm	The Lion'S Bad Breath	Long ago, there lived a lion in a dense forest. One morning his wife told him that his breath was bad and unpleasant. The lion became very angry and got embarassed to hear this comment. He wanted to check this fact with his councillors, as well. So he summoned them one by one to his court. First came the sheep. "Hello friend sheep," said the lion, opening his mouth wide, "tell me, if my mouth smells bad?" The sheep thought that king lion wanted an honest answer from him, so he said, "Yes, Your Majesty. There seems to be something wrong with your breath." This plain speak did not go well with king lion. He pounced upon the sheep, killed him and ate him. Then king lion called the wolf and said, "What do you think? Have I a bad breath?" The wolf knew the fate his colleague, the sheep, had met. He wanted to be very cautious in answering a royal question. So, the wolf said, "Who says that Your Majesty's breath is unpleasant. It's as sweet as the smell of roses." When the king lion heard the reply he roared in anger and immediately attacked the wolf and killed it. "The flatterer!" growled king lion. Finally, came the turn of the fox, who was lion's third councillor. When the fox came, the lion asked him the same question. The fox was well aware of the fate of his two colleagues. So he coughed and cleared his throat again and again and then said, "Your Majesty, for the last few days, I have been having a very bad cold. Due to this, I can't smell anything, pleasant or unpleasant." The king lion spared the fox's life.	One should keep quiet in the times of danger	0	0	5	5	0		0		0		Ancient India	Fable	5	Perspective	A	Wisdom and Knowledge			
182	https://www.kidsgen.com/stories/panchatantra/the-theif-the-giant-the-brahmin.htm	The Thief, The Giant And The Brahmin	Long ago, there lived a poor Brahmin in a village. He used to perform poojas in the nearby villages to earn his living. Once a rich farmer gave him a cow and told him to sell cow's milk in the market to earn part of his livelihood. But the cow was very weak. The Brahmin then begged for alms and fed the cow. Soon the cow became fat and healthy. Once a thief saw the fat cow of the Brahmin and decided to steal it. One night he headed towards the Brahmin's house. A giant also used to live somewhere near the village. He devoured human beings. The thief met this giant, while he was on his way to Brahmin's house to steal his cow. The thief asked the name of the giant. The giant replied, "I'm Maharakshasa. I eat humans. Today I'm going to devour the Brahmin. But who're you by the way?" "I'm a big thief. I steal whatever I like. Today, I've decided to steal the Brahmin's cow." "Come on then!" said Maharakshasa. "Let's go together to the Brahmin's house." So, both of them reached the Brahmin's house together. The Brahmin was deep asleep at that time. The thief whipped out a big knife from his pocket and started walking to the place, where the cow was tethered. But the giant blocked his way. "Wait friend!" the giant said. "First let me eat this Brahmin." "No!" said the thief. "It's quite possible that while you go to eat the Brahmin, he wakes up and runs away. In that case there might be quite a commotion here and as a result, neither you'll get your Brahmin nor will I get my cow."  And thus, both of them started having a heated argument between themselves. The loud arguments woke up the Brahmin. He soon realised the whole situation. He recited mantras and burned the Maharakshasa with his spiritual powers. Then he started beating the thief with a long and thick stick. The thief began to cry and ran to save his life. Thus, the Brahman was saved from the giant, as well as, from the thief.	Quarreling on any issue always benefits the others	0	1	5	5	0		0		0		Ancient India	Fable	5	Perspective	A	Wisdom and Knowledge			
183	https://www.thoughtco.com/chinese-fable-stories-4084028	Stopping Halfway, Never Comes One's Day	In the Warring States Period, in the state of Wei lived a man called Leyangtsi. His wife was very angelic and virtuous, who was loved and respected dearly by the husband.  One day, Leyangtsi found a piece of gold on his way home, and he was so delighted that he ran home as fast as he could to tell his wife. Looking at the gold, his wife said calmly and gently, 'As you know, it is usually said that a true man never drinks the stolen water. How can you take such a piece of gold home which is not yours?' Leyangtsi was greatly moved by the words, and he immediately replaced it where it was.  "The next year, Leyangtsi went to a distant place to study classics with a talented teacher, leaving his wife home alone. One day, his wife was weaving on the loom, when Leyangtsi entered. At his coming, the wife seemed to be worried, and she at once asked the reason why he came back so soon. The husband explained how he missed her. The wife got angry with what the husband did. Advising her husband to have fortitude and not be too indulged in the love, the wife took up a pair of scissors and cut down what she had woven on the loom, which made Leyangtsi very puzzled. His wife declared, 'If something is stopped halfway, it is just like the cut cloth on the loom. The cloth will only be useful if finished. But now, it has been nothing but a mess, and so it is with your study.'  "Leyangtsi was greatly moved by his wife. He left home resolutely and went on with his study. He didn't return home to see his beloved wife until gaining great achievements." 	For centuries, the story has often been used as a model to inspire those who would back out in competitions.	0	0	7	5	1		1	7	0		Ancient China	Fable	7	Persistence	B	Courage			
184	https://www.thoughtco.com/chinese-fable-stories-4084028	Ask a Fox for Its Skin	Long ago, there lived a young man, called Lisheng, who had just married a beauty. The bride was very willful. One day, she had an idea that a coat of fox fur would look pretty on her. So she asked her husband to get her one. But the coat was rare and too expensive. The helpless husband was forced to walk around on the hillside. Just at the moment, a fox was walking by. He lost no time to catch it by the tail. 'Well, dear fox, let's make an agreement. Could you offer me a sheet of your skin? That isn't a big deal, is it?'  The fox was shocked at the request, but she replied calmly, 'Well, my dear, that's easy. But let my tail go so that I can pull off the skin for you.' So the delighted man let her free and waited for the skin. But the moment the fox got free, she ran away as quickly as she could into the forest." 	The story can be used to illustrate that it is hard to ask someone to act against his own will, even in a seemingly negligible manner.	0	0	12	5	1		1	12	0		Ancient China	Fable	12	Social Intelligence	C	Humanity			
185	https://www.thoughtco.com/chinese-fable-stories-4084028	A Painted Snake Makes a Man Sick	In the Jin Dynasty, there lived a man named Le Guang, who had a bold and uninhibited character and was very friendly. One day Le Guang sent for one of his close friends since the friend had not turned out for long.  At the first sight of his friend, Le Guang realized that something must have happened to his friend for his friend has no peace of mind all the time. So he asked his friend what was the matter. 'It was all because of that banquet held at your home. At the banquet, you proposed a toast to me and just when we raised the glasses, I noticed that there was a little snake lying in the wine and I felt particularly sick. Since then, I lay in bed unable to do anything.'  "Le Guang was very puzzled at the matter. He looked around and then saw a bow with a painted snake hung on the wall of his room.  "So Le Guang laid the table at the original place and asked his friend again to have a drink. When the glass was filled with wine, he pointed to the shade of the bow in the glass and asked his friend to see. His friend observed nervously, 'Well, well, that is what I saw last time. It is the same snake.' Le Guang laughed and took off the bow on the wall. 'Could you see the snake anymore?' he asked. His friend was surprised to find that the snake was no longer in the wine. Since the whole truth had come out, his friend recovered from his prolonged illness right away." 	For thousands of years, the story has been told to advise people not to be too suspicious unnecessarily.	0	0	5	5	0		0		0		Ancient China	Fable	5	Perspective	A	Wisdom and Knowledge			
